EmployeeID,Gender,Age,Dept,JobTitle,Tenure,YearsInCurrentRole,YearsSinceLastPromotion,Education,Location,Country,Salary,LastRating,ManagerID,Attrition,PerformanceText,CompaRatio,HireSource,HireDate,InterviewScore,InterviewScore_Technical,InterviewScore_Cultural,InterviewScore_Curiosity,AssessmentScore,PriorExperienceYears,JobLevel,PromotionCount,LastPromotionDate,ManagerChangeCount,Age_Group,InterviewScore_Communication,InterviewScore_Leadership,eNPS_Score,Pulse_Score,ManagerSatisfaction,WorkLifeBalance,CareerGrowthSatisfaction,Onboarding_30d,Onboarding_60d,Onboarding_90d
EMP0373,Female,39,Sales,Account Executive,4.11,0.42,0.7,Bachelor,Melbourne,Australia,115444,3.0,MGR044,1,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in CRM expertise. Adapting well to new role.,1.09,Internal,2021-12-06,2.8,2.4,4.1,4.7,78.0,12.9,2,1,2025-05-04,1,30-39,2.2,3.8,1,2.8,3.8,3.7,3.4,,,
EMP0374,Male,39,Engineering,Engineer,2.69,1.19,0.0,Master,Tokyo,Japan,106685,2.9,MGR014,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in DevOps. Valuable institutional knowledge.,1.07,Website,2023-05-09,2.1,4.1,2.2,2.3,70.5,14.3,2,0,,1,30-39,2.4,4.5,2,3.4,2.8,1.8,2.4,,,
EMP0375,Male,23,HR,Director of HR,8.86,0.46,4.4,Master,London,United Kingdom,144412,2.7,MGR046,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in training.,0.96,Agency,2017-03-09,2.6,3.8,4.2,4.8,91.0,0.0,5,3,2021-08-22,3,20-29,3.1,4.6,3,3.0,1.5,4.3,2.8,,,
EMP0376,Female,40,Marketing,Marketing Coordinator,0.1,0.1,0.0,Master,Berlin,Germany,69158,3.6,MGR042,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in content strategy.,0.92,LinkedIn,2025-12-09,3.7,4.8,4.8,2.7,87.9,17.9,1,0,,1,40-49,2.4,2.8,2,2.9,1.9,2.7,1.8,3.9,,
EMP0377,Female,26,Product,Associate PM,3.95,3.95,0.0,Master,Manchester,United Kingdom,79762,3.5,MGR012,1,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in user research.,1.06,Campus,2022-02-03,3.6,4.6,4.9,3.3,90.1,0.0,1,0,,2,20-29,4.5,3.8,4,3.0,4.6,2.2,4.4,,,
EMP0378,Female,30,Engineering,Senior Engineer,5.52,1.13,0.2,Bachelor,Vancouver,Canada,137552,2.7,MGR033,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in DevOps.,1.02,Internal,2020-07-10,2.2,2.6,3.9,4.9,67.9,2.5,3,1,2025-11-02,0,30-39,3.9,4.7,1,2.3,4.6,4.8,1.4,,,
EMP0379,Female,32,Engineering,Staff Engineer,3.53,0.49,1.0,PhD,Paris,France,132202,3.3,MGR029,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in DevOps.,1.08,Campus,2022-07-06,3.3,4.6,2.7,2.2,77.6,6.5,4,3,2025-01-14,0,30-39,2.8,4.8,4,1.5,3.7,2.1,1.8,,,
EMP0380,Male,49,Finance,Finance Manager,3.85,0.11,0.4,Bachelor,Vancouver,Canada,141104,4.2,MGR028,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in budgeting.,1.05,Campus,2022-03-11,3.9,4.2,4.1,4.9,87.9,23.1,3,1,2025-08-21,2,40-49,3.6,3.6,2,2.6,2.1,2.1,5.0,,,
EMP0381,Male,43,Engineering,Junior Engineer,2.08,0.67,0.0,Master,Bangalore,India,43591,4.2,MGR002,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in cloud architecture.,1.09,JobBoard,2023-12-17,2.3,4.8,3.2,4.1,70.4,18.9,1,0,,1,40-49,4.1,3.1,7,2.0,3.3,4.7,4.9,,,
EMP0382,Male,37,Engineering,Engineer,2.76,0.16,0.0,Bachelor,Vancouver,Canada,109188,4.0,MGR026,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in DevOps.,0.97,Agency,2023-04-13,5.0,2.4,4.6,3.7,82.7,12.2,2,0,,0,30-39,4.4,4.0,6,3.1,1.9,2.8,2.4,,,
EMP0383,Female,22,Sales,Account Executive,2.44,0.14,0.1,PhD,Paris,France,92896,2.7,MGR031,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in closing deals. Adapting well to new role.,1.06,Internal,2023-08-08,2.7,4.4,2.3,2.8,93.7,0.0,2,1,2025-12-09,4,20-29,3.9,4.0,3,2.3,4.5,2.8,3.1,,,
EMP0384,Male,32,Sales,Sales Manager,7.91,0.57,3.3,Bachelor,Paris,France,129776,2.6,MGR016,1,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in closing deals.,1.06,Agency,2018-02-18,2.6,2.3,4.5,4.6,89.9,2.1,4,3,2022-09-28,0,30-39,3.1,2.7,6,2.3,1.1,1.5,4.7,,,
EMP0385,Female,38,Engineering,Engineer,6.12,1.89,2.4,High School,Tokyo,Japan,95540,1.6,MGR008,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in DevOps.,0.96,Referral,2019-12-04,1.0,3.2,5.0,4.5,66.1,9.9,2,1,2023-08-22,2,30-39,4.7,2.1,6,2.4,2.6,4.6,1.1,,,
EMP0386,Male,29,Marketing,Senior Marketing Manager,6.78,3.68,3.0,Bachelor,Toronto,Canada,160923,2.3,MGR021,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in brand development. Adapting well to new role.,1.02,Campus,2019-04-07,1.8,2.1,4.7,4.2,99.5,0.2,4,2,2023-01-15,1,20-29,3.2,2.5,10,3.5,3.1,4.6,1.9,,,
EMP0387,Female,22,Engineering,Engineer,3.54,2.22,0.0,Master,Toronto,Canada,102572,2.8,MGR037,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in code review.,0.91,JobBoard,2022-07-02,3.4,4.7,2.3,2.4,69.7,0.0,2,0,,1,20-29,3.0,2.4,1,2.5,3.4,3.3,1.3,,,
EMP0388,Female,35,Engineering,Engineer,2.82,0.19,2.8,Associate,Manchester,United Kingdom,89413,2.8,MGR037,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in system design. Adapting well to new role.,0.95,Agency,2023-03-22,3.0,4.2,2.4,2.3,82.6,10.2,2,1,2023-03-30,3,30-39,3.2,4.1,1,2.8,3.8,2.2,3.5,,,
EMP0389,Female,34,Customer Success,CS Manager,6.53,2.49,0.2,PhD,Tokyo,Japan,115452,4.7,MGR009,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in relationship building.,0.96,Agency,2019-07-07,4.5,2.7,3.3,3.9,55.4,5.5,3,2,2025-11-02,3,30-39,4.7,4.9,10,1.0,1.4,3.0,2.0,,,
EMP0390,Male,32,Engineering,Junior Engineer,2.65,0.15,0.0,Master,Tokyo,Japan,78145,2.9,MGR028,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in API development.,0.98,LinkedIn,2023-05-23,2.4,4.0,4.2,3.8,67.0,7.3,1,0,,2,30-39,3.4,2.4,3,4.1,2.2,3.8,2.1,,,
EMP0391,Male,37,Customer Success,CS Representative,0.84,0.63,0.0,Master,Bangalore,India,36842,3.1,MGR002,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in relationship building. Adapting well to new role.,0.92,Website,2025-03-14,2.9,4.7,2.6,4.4,47.8,14.2,1,0,,1,30-39,4.4,3.4,1,4.7,3.1,1.9,1.4,,,
EMP0392,Female,35,Customer Success,CS Manager,4.68,1.14,2.8,Bachelor,New York,United States,164461,3.0,MGR031,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in onboarding.,1.1,LinkedIn,2021-05-12,3.5,4.7,2.0,4.4,96.3,8.3,3,2,2023-03-30,2,30-39,2.2,2.1,1,3.8,3.9,2.5,2.8,,,
EMP0393,Male,29,Sales,Senior AE,4.15,0.53,2.1,Bachelor,Vancouver,Canada,121664,2.7,MGR033,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in negotiation.,0.9,LinkedIn,2021-11-22,2.7,2.7,3.4,3.4,73.6,2.8,3,1,2023-12-10,1,20-29,4.1,4.0,4,3.7,2.7,2.0,3.8,,,
EMP0394,Male,32,Product,Group PM,6.07,1.26,3.7,Master,Bangalore,India,73106,3.7,MGR027,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in agile methodology. Valuable institutional knowledge.,1.04,Internal,2019-12-22,4.1,4.2,3.4,3.0,91.4,3.9,4,3,2022-05-05,1,30-39,4.1,3.7,7,3.7,2.8,1.2,2.5,,,
EMP0395,Female,40,Product,Product Manager,4.16,0.48,0.0,Associate,Vancouver,Canada,105477,4.2,MGR041,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in user research.,0.94,Internal,2021-11-18,3.8,4.1,4.5,4.5,80.7,13.8,2,0,,3,40-49,4.1,3.1,10,1.6,1.5,2.3,3.4,,,
EMP0396,Male,43,Finance,Senior Analyst,3.24,0.85,0.0,Bachelor,Paris,France,91906,3.3,MGR004,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in audit preparation.,1.05,Campus,2022-10-20,3.0,2.5,2.3,3.7,64.1,17.8,2,0,,4,40-49,3.8,2.8,4,2.6,1.1,4.4,1.1,,,
EMP0397,Non-Binary,31,Customer Success,VP CS,9.33,2.23,0.2,Associate,London,United Kingdom,170416,3.6,MGR003,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in customer retention.,1.01,Campus,2016-09-18,3.2,4.9,3.0,4.7,90.9,0.0,6,5,2025-11-02,0,30-39,2.8,2.6,6,4.3,1.7,2.0,1.3,,,
EMP0398,Female,29,Sales,Senior AE,4.81,0.37,1.6,Bachelor,Manchester,United Kingdom,111327,3.5,MGR001,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in pipeline management.,0.99,JobBoard,2021-03-26,2.5,4.5,3.4,4.2,45.7,2.2,3,1,2024-06-09,3,20-29,5.0,4.0,9,1.6,2.1,4.8,2.3,,,
EMP0399,Female,35,Customer Success,CS Specialist,6.83,0.32,1.1,Bachelor,Vancouver,Canada,104037,4.0,MGR002,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in account management. Adapting well to new role.,0.92,Internal,2019-03-20,4.0,2.4,4.9,3.2,92.5,6.2,2,1,2024-12-09,1,30-39,3.3,4.0,5,3.3,3.5,1.5,1.2,,,
EMP0400,Female,41,Engineering,Senior Engineer,2.12,0.31,0.8,Master,London,United Kingdom,113608,2.8,MGR035,1,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in code review.,1.01,Referral,2023-12-03,2.4,4.9,4.4,2.9,90.9,16.9,3,2,2025-03-28,3,40-49,4.5,3.3,9,1.7,1.4,3.5,3.9,,,
EMP0401,Female,46,Engineering,Staff Engineer,6.25,0.39,6.2,Master,Melbourne,Australia,144257,5.0,MGR024,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in API development.,0.97,Referral,2019-10-17,4.5,2.7,4.6,4.5,53.8,17.8,4,3,2019-11-04,3,40-49,3.8,2.3,2,1.4,3.3,3.1,2.8,,,
EMP0402,Male,52,Product,Associate PM,1.24,1.24,0.0,Bachelor,Paris,France,64811,3.1,MGR007,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in user research.,0.93,Referral,2024-10-19,2.3,3.8,3.2,4.8,54.8,28.8,1,0,,4,50-59,3.8,3.1,5,4.0,3.2,1.3,2.4,,,
EMP0403,Female,44,Sales,Sales Rep,0.1,0.1,0.0,Bachelor,Tokyo,Japan,78794,3.7,MGR004,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in negotiation.,0.98,LinkedIn,2025-12-09,2.5,4.5,2.2,4.7,51.3,21.9,1,0,,0,40-49,2.2,4.9,3,2.8,4.2,4.4,1.6,3.6,,
EMP0404,Female,24,Customer Success,Director of CS,8.02,7.17,4.0,Bachelor,Tokyo,Japan,171908,3.7,MGR007,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in customer retention.,1.07,Internal,2018-01-09,3.9,3.0,2.2,2.2,51.8,0.0,5,4,2022-01-15,2,20-29,3.1,3.4,0,2.0,4.4,3.0,2.4,,,
EMP0405,Male,33,Engineering,Principal Engineer,7.41,0.15,5.2,Associate,Singapore,Singapore,189785,3.3,MGR010,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in API development.,1.05,Agency,2018-08-20,3.7,4.9,4.0,4.3,86.6,3.6,5,3,2020-11-03,4,30-39,2.0,4.1,5,2.3,3.2,4.7,3.1,,,
EMP0406,Female,31,Marketing,Marketing Specialist,0.41,0.12,0.4,High School,San Francisco,United States,114212,3.9,MGR022,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in content strategy. Adapting well to new role.,0.91,JobBoard,2025-08-18,3.6,3.9,2.6,4.2,78.7,8.6,2,1,2025-08-21,3,30-39,2.9,4.3,9,4.1,2.4,4.7,2.5,4.8,3.8,4.2
EMP0407,Female,22,Finance,Senior Analyst,3.18,1.06,1.1,Master,Toronto,Canada,108262,2.6,MGR044,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in forecasting. Adapting well to new role.,0.96,Internal,2022-11-11,2.1,4.1,2.6,3.3,51.3,0.0,2,1,2024-12-09,4,20-29,4.7,4.7,7,4.9,1.6,2.1,3.3,,,
EMP0408,Female,32,Engineering,Junior Engineer,2.48,0.33,0.0,Master,Bangalore,India,40903,3.4,MGR039,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in code review.,1.02,Agency,2023-07-24,3.6,2.2,4.0,2.4,40.3,7.5,1,0,,3,30-39,2.6,4.0,0,1.9,3.2,3.8,4.8,,,
EMP0409,Male,46,Sales,Sales Manager,6.33,2.5,0.7,Master,London,United Kingdom,129457,2.9,MGR015,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in client relations.,0.99,LinkedIn,2019-09-18,2.3,2.5,4.8,4.6,91.9,17.7,4,3,2025-05-04,0,40-49,3.9,2.0,1,3.3,3.0,1.6,3.0,,,
EMP0410,Female,32,Sales,Account Executive,6.67,1.32,0.0,Bachelor,Austin,United States,129568,3.6,MGR007,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in pipeline management.,1.04,JobBoard,2019-05-17,3.8,3.2,2.8,5.0,44.3,3.3,2,0,,2,30-39,3.7,4.1,6,4.9,3.6,2.5,4.5,,,
EMP0411,Male,46,Engineering,Principal Engineer,8.74,1.22,0.6,Master,London,United Kingdom,148032,3.4,MGR033,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in code review.,0.99,Referral,2017-04-21,2.8,2.0,3.0,3.1,62.5,15.3,5,4,2025-06-09,1,40-49,2.9,2.8,9,3.0,1.6,2.8,3.5,,,
EMP0412,Female,40,Engineering,Junior Engineer,1.26,1.26,0.0,Bachelor,Chicago,United States,106337,2.9,MGR015,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in cloud architecture. Adapting well to new role.,1.06,Internal,2024-10-12,2.7,3.3,3.8,3.0,59.6,16.7,1,0,,3,40-49,3.8,4.1,10,1.8,4.4,3.9,3.7,,,
EMP0413,Male,29,Sales,Sales Manager,6.3,0.75,3.7,Bachelor,San Francisco,United States,171079,3.4,MGR003,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in negotiation.,0.98,Referral,2019-09-29,3.4,2.4,2.2,5.0,79.3,0.7,4,3,2022-05-05,4,20-29,4.5,3.5,10,4.2,1.1,1.8,1.7,,,
EMP0414,Non-Binary,31,Customer Success,CS Representative,3.64,1.5,0.0,Associate,Munich,Germany,75245,3.2,MGR050,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in renewal negotiation. Adapting well to new role.,1.0,Campus,2022-05-27,3.9,3.8,2.0,2.0,77.0,5.4,1,0,,0,30-39,2.6,4.0,9,3.3,2.6,4.5,2.6,,,
EMP0415,Male,27,Engineering,Junior Engineer,3.73,0.03,0.0,Bachelor,Tokyo,Japan,78818,3.1,MGR025,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in JavaScript.,0.99,JobBoard,2022-04-24,3.0,2.9,3.9,3.7,87.1,1.3,1,0,,2,20-29,3.8,4.3,6,3.7,4.6,2.9,2.5,,,
EMP0416,Male,35,Product,Director of Product,6.7,0.15,3.2,PhD,Vancouver,Canada,191210,2.1,MGR027,1,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in feature prioritization. Adapting well to new role.,1.06,Campus,2019-05-06,2.6,2.6,4.3,4.8,83.0,6.3,5,4,2022-11-03,2,30-39,3.9,3.2,9,3.5,3.0,3.3,2.1,,,
EMP0417,Male,22,Sales,Account Executive,4.38,2.25,0.6,High School,Melbourne,Australia,103879,3.3,MGR033,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in closing deals. Valuable institutional knowledge.,0.98,Internal,2021-08-30,4.0,4.5,3.7,4.6,83.3,0.0,2,1,2025-06-09,1,20-29,3.7,4.2,3,2.2,2.0,4.7,2.4,,,
EMP0418,Male,33,HR,HR Business Partner,4.14,0.78,0.6,Bachelor,São Paulo,Brazil,64509,3.8,MGR021,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in talent acquisition.,0.96,Referral,2021-11-25,3.6,2.6,4.1,4.8,63.7,6.9,3,1,2025-06-09,0,30-39,2.1,2.2,3,2.2,1.9,4.0,3.9,,,
EMP0419,Female,29,Engineering,Senior Engineer,6.68,0.99,0.1,Associate,Toronto,Canada,139185,1.9,MGR049,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in Python.,1.03,Website,2019-05-13,1.5,4.2,2.5,4.6,50.0,0.3,3,2,2025-12-09,4,20-29,2.4,3.3,5,3.1,4.7,1.6,3.6,,,
EMP0420,Male,49,Engineering,Engineer,4.61,2.11,0.0,Bachelor,Singapore,Singapore,104394,2.3,MGR016,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in API development.,0.93,Agency,2021-06-07,1.9,3.4,3.0,2.5,50.1,22.4,2,0,,1,40-49,3.3,2.3,5,1.5,1.3,2.0,4.0,,,
EMP0421,Female,28,Product,Director of Product,8.24,1.23,0.4,Bachelor,Vancouver,Canada,187136,3.7,MGR011,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in stakeholder management.,1.04,Agency,2017-10-21,4.3,2.3,2.0,2.1,73.8,0.0,5,4,2025-08-21,0,20-29,2.6,4.7,9,3.1,1.4,2.6,2.3,,,
EMP0422,Male,33,Engineering,Senior Engineer,4.54,1.97,1.1,Master,São Paulo,Brazil,72049,4.2,MGR040,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in DevOps.,1.07,LinkedIn,2021-07-02,4.0,2.9,2.5,4.5,75.2,6.5,3,2,2024-12-09,2,30-39,2.5,3.1,10,1.8,1.8,2.5,3.9,,,
EMP0423,Female,34,Customer Success,CS Manager,4.58,4.58,0.4,Master,Sydney,Australia,125718,3.7,MGR006,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in renewal negotiation.,0.99,Referral,2021-06-18,4.7,3.7,2.2,4.1,43.2,7.4,3,2,2025-08-21,2,30-39,2.7,3.0,5,2.9,4.0,4.2,3.4,,,
EMP0424,Male,36,Engineering,VP Engineering,9.51,1.42,9.5,Bachelor,Mumbai,India,87770,3.2,MGR048,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in system design.,0.98,Referral,2016-07-14,2.5,3.1,2.5,3.1,65.1,4.5,6,5,2016-07-18,3,30-39,3.7,2.6,1,4.8,2.8,1.6,3.1,,,
EMP0425,Male,25,Engineering,Engineer,3.2,0.64,0.0,Bachelor,Singapore,Singapore,122471,2.3,MGR028,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in code review.,1.09,JobBoard,2022-11-03,2.3,4.6,4.8,4.9,86.9,0.0,2,0,,2,20-29,3.6,4.3,4,3.9,3.1,1.5,4.3,,,
EMP0426,Non-Binary,24,Sales,Senior AE,5.43,2.44,3.2,PhD,São Paulo,Brazil,68223,3.7,MGR016,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in pipeline management.,1.01,Referral,2020-08-12,4.1,4.9,4.4,4.0,71.1,0.0,3,2,2022-11-03,3,20-29,4.9,3.1,1,2.7,4.5,4.0,2.6,,,
EMP0427,Male,32,Engineering,Staff Engineer,7.63,1.21,0.7,Bachelor,Paris,France,131414,4.7,MGR008,0,Exceptional performer who consistently exceeds expectations. Demonstrates strong leadership and technical skills. Highly collaborative team player. Strong in API development.,1.07,JobBoard,2018-06-01,5.0,3.8,2.2,3.5,92.3,2.4,4,2,2025-05-04,4,30-39,3.3,4.8,6,3.5,2.6,4.6,1.0,,,
EMP0428,Female,42,Engineering,Senior Engineer,5.34,0.5,2.4,Master,Bangalore,India,54886,2.8,MGR044,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in API development.,0.91,Agency,2020-09-13,2.1,3.6,2.6,4.7,45.1,14.7,3,1,2023-08-22,3,40-49,2.1,2.4,0,2.7,3.8,1.7,4.9,,,
EMP0429,Female,31,Finance,Finance Manager,2.0,1.91,0.1,High School,Bangalore,India,56851,4.1,MGR028,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in financial modeling.,0.95,Website,2024-01-15,4.1,2.2,3.3,4.6,44.6,7.0,3,1,2025-12-09,3,30-39,4.7,2.4,3,1.1,4.6,3.5,3.1,,,
EMP0430,Female,34,Engineering,Senior Engineer,5.56,5.06,5.6,Master,Singapore,Singapore,142821,3.1,MGR022,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in JavaScript. Adapting well to new role.,1.06,Website,2020-06-25,3.4,4.9,3.9,4.5,72.4,6.4,3,1,2020-06-11,3,30-39,4.9,3.7,9,4.0,3.2,4.9,3.5,,,
EMP0431,Male,25,Engineering,Engineer,5.22,2.64,1.6,PhD,Manchester,United Kingdom,90435,4.2,MGR018,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in JavaScript. Adapting well to new role.,0.96,LinkedIn,2020-10-27,3.8,3.7,4.9,3.6,95.7,0.0,2,1,2024-06-09,2,20-29,3.0,2.4,2,3.3,2.1,3.5,1.1,,,
EMP0432,Male,25,Marketing,Marketing Manager,4.42,1.68,1.5,Master,São Paulo,Brazil,73908,4.1,MGR031,1,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in brand development.,1.09,JobBoard,2021-08-15,3.7,4.5,4.0,4.5,96.7,0.0,3,2,2024-07-16,3,20-29,2.6,4.6,10,2.4,1.4,4.7,4.0,,,
EMP0433,Male,37,Customer Success,Senior CS Manager,7.16,1.25,1.0,PhD,Melbourne,Australia,140257,2.8,MGR015,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in relationship building.,0.94,Campus,2018-11-19,1.8,3.0,2.3,3.4,83.7,7.8,4,3,2025-01-14,3,30-39,3.0,3.6,7,3.7,4.7,2.5,1.6,,,
EMP0434,Male,22,Customer Success,Senior CS Manager,6.55,6.55,0.9,Master,São Paulo,Brazil,77084,4.4,MGR005,1,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in relationship building.,0.98,Internal,2019-06-30,3.4,3.1,2.3,2.3,83.6,0.0,4,2,2025-02-20,1,20-29,3.8,4.1,0,4.7,4.3,3.6,2.2,,,
EMP0435,Female,34,Sales,Account Executive,1.6,0.08,0.0,PhD,Munich,Germany,96427,2.7,MGR049,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in CRM expertise.,1.03,JobBoard,2024-06-09,3.2,3.3,3.2,4.5,53.2,10.4,2,0,,4,30-39,3.9,3.7,4,2.9,1.4,2.3,1.2,,,
EMP0436,Male,44,Engineering,Principal Engineer,8.03,0.57,1.4,Bachelor,Toronto,Canada,196376,3.0,MGR006,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in Python.,1.09,Internal,2018-01-06,2.9,2.9,3.5,2.7,72.5,14.0,5,4,2024-08-22,2,40-49,2.4,4.6,9,1.9,4.4,1.3,3.5,,,
EMP0437,Female,30,Engineering,Staff Engineer,5.33,0.4,1.7,Bachelor,Manchester,United Kingdom,136401,3.1,MGR009,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in code review. Adapting well to new role.,1.04,Referral,2020-09-17,2.9,4.5,2.1,4.0,95.9,2.7,4,2,2024-05-04,0,30-39,2.8,3.2,0,1.9,1.4,2.8,1.6,,,
EMP0438,Female,28,Product,Associate PM,0.1,0.1,0.0,Master,Tokyo,Japan,76362,1.9,MGR043,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in user research.,0.95,Internal,2025-12-09,1.9,3.0,4.0,4.2,74.9,5.9,1,0,,2,20-29,4.1,2.6,9,4.8,4.4,2.2,1.7,3.7,,
EMP0439,Female,43,Engineering,Senior Engineer,4.48,4.48,0.0,Bachelor,Tokyo,Japan,111442,2.5,MGR020,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in API development. Valuable institutional knowledge.,0.93,Agency,2021-07-24,1.8,3.6,2.0,3.0,53.2,16.5,3,1,2026-01-14,0,40-49,3.1,4.5,9,1.4,3.1,3.2,1.9,,,
EMP0440,Male,27,Sales,Sales Rep,3.11,0.16,0.0,Associate,Munich,Germany,69614,4.4,MGR001,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in client relations.,0.93,Referral,2022-12-06,4.8,3.0,3.7,3.3,79.5,1.9,1,0,,2,20-29,3.7,2.7,2,2.3,4.8,3.0,1.7,,,
EMP0441,Male,26,Engineering,Junior Engineer,0.36,0.36,0.0,PhD,Tokyo,Japan,84957,2.1,MGR036,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in DevOps.,1.06,Internal,2025-09-05,2.3,2.1,5.0,4.6,57.8,3.6,1,0,,2,20-29,3.4,3.2,1,2.5,2.3,3.0,3.5,3.3,4.7,4.6
EMP0442,Female,37,Sales,Account Executive,6.39,0.26,0.0,Associate,Vancouver,Canada,119384,3.9,MGR049,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in CRM expertise.,1.06,Website,2019-08-27,3.7,2.6,3.9,2.5,43.8,8.6,2,0,,0,30-39,4.8,4.2,8,3.2,2.9,1.3,1.2,,,
